,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,decision,match
1334,male,28.0,23.0,Asian,Latino,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,7.0,5.0,6.0,6.0,5.0,3.0,5.0,0,0
1335,male,28.0,26.0,Asian,Asian,1,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,8.0,8.0,6.0,9.0,8.0,0,0
1337,male,28.0,28.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,8.0,8.0,6.0,8.0,1,0
1338,male,28.0,25.0,Asian,Other,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,9.0,9.0,8.0,8.0,6.0,6.0,8.0,1,1
1339,male,28.0,35.0,Asian,Latino,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,1,0
1340,male,28.0,32.0,Asian,Latino,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,0,0
1341,male,28.0,30.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,0,0
1342,male,28.0,22.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,1,0
1343,male,28.0,23.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,0,0
1344,male,28.0,23.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,0,0
1345,male,28.0,27.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0
1346,male,28.0,23.0,Asian,Asian,1,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,5.0,6.0,9.0,3.0,3.0,3.0,3.0,0,0
1347,male,28.0,25.0,Asian,Other,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,8.0,8.0,5.0,7.0,1,0
1348,male,28.0,29.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,0,0
1349,male,28.0,29.0,Asian,European,0,6.0,8.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,7.0,9.0,9.0,8.0,6.0,7.0,7.0,1,0
1350,male,26.0,34.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,6.0,6.0,7.0,8.0,4.0,6.0,5.0,0,0
1351,male,26.0,22.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,0,0
1352,male,26.0,23.0,European,Latino,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,5.0,6.0,7.0,4.0,4.0,6.0,4.0,0,0
1353,male,26.0,26.0,European,Asian,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,4.0,7.0,7.0,6.0,5.0,5.0,5.0,0,0
1354,male,26.0,27.0,European,Asian,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,5.0,8.0,7.0,5.0,6.0,4.0,5.0,0,0
1355,male,26.0,28.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,1,0
1356,male,26.0,25.0,European,Other,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,0,0
1357,male,26.0,35.0,European,Latino,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,7.0,7.0,8.0,6.0,7.0,5.0,6.0,1,0
1358,male,26.0,32.0,European,Latino,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,5.0,7.0,6.0,6.0,6.0,4.0,5.0,0,0
1359,male,26.0,30.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,0,0
1360,male,26.0,22.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,8.0,8.0,8.0,9.0,6.0,9.0,9.0,1,0
1361,male,26.0,23.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,0,0
1362,male,26.0,23.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,1,0
1363,male,26.0,27.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,3.0,5.0,6.0,4.0,6.0,3.0,2.0,0,0
1364,male,26.0,23.0,European,Asian,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,3.0,8.0,5.0,4.0,5.0,4.0,3.0,0,0
1365,male,26.0,25.0,European,Other,0,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,1,0
1366,male,26.0,29.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,6.0,6.0,7.0,7.0,4.0,5.0,6.0,1,0
1367,male,26.0,29.0,European,European,1,7.0,5.0,Business,18.0,18.0,18.0,19.0,13.0,14.0,5.0,7.0,7.0,8.0,5.0,6.0,6.0,1,1
1371,male,26.0,26.0,Latino,Asian,0,3.0,6.0,Computer Science,10.0,20.0,20.0,22.0,6.0,22.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,1,0
1376,male,26.0,32.0,Latino,Latino,1,3.0,6.0,Computer Science,10.0,20.0,20.0,22.0,6.0,22.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,1,0
1383,male,26.0,25.0,Latino,Other,0,3.0,6.0,Computer Science,10.0,20.0,20.0,22.0,6.0,22.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,1,0
1387,male,29.0,22.0,European,European,1,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,1,1
1389,male,29.0,26.0,European,Asian,0,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,5.0,7.0,8.0,6.0,7.0,7.0,6.0,0,0
1391,male,29.0,28.0,European,European,1,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,0,0
1392,male,29.0,25.0,European,Other,0,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,0,0
1394,male,29.0,32.0,European,Latino,0,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,1,0
1395,male,29.0,30.0,European,European,1,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,6.0,6.0,6.0,5.0,7.0,4.0,5.0,0,0
1396,male,29.0,22.0,European,European,1,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,1,1
1397,male,29.0,23.0,European,European,1,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,7.0,7.0,6.0,5.0,7.0,1,0
1399,male,29.0,27.0,European,European,1,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,7.0,7.0,7.0,5.0,7.0,1,0
1400,male,29.0,23.0,European,Asian,0,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,3.0,7.0,8.0,4.0,9.0,5.0,4.0,0,0
1401,male,29.0,25.0,European,Other,0,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,1,1
1402,male,29.0,29.0,European,European,1,4.0,1.0,Climate-Earth and Environ. Science,50.0,7.0,20.0,23.0,0.0,0.0,8.0,7.0,8.0,6.0,8.0,9.0,6.0,1,1
1422,male,28.0,34.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,4.0,7.0,8.0,5.0,7.0,3.0,6.0,0,0
1423,male,28.0,22.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,1,1
1425,male,28.0,26.0,European,Asian,0,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,8.0,8.0,8.0,9.0,8.0,1,0
1426,male,28.0,27.0,European,Asian,0,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,0,0
1427,male,28.0,28.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,8.0,7.0,7.0,5.0,5.0,8.0,9.0,1,1
1428,male,28.0,25.0,European,Other,0,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,4.0,8.0,7.0,4.0,3.0,2.0,8.0,1,1
1429,male,28.0,35.0,European,Latino,0,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,1,1
1430,male,28.0,32.0,European,Latino,0,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,0,0
1431,male,28.0,30.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,5.0,7.0,9.0,5.0,4.0,9.0,6.0,0,0
1432,male,28.0,22.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,5.0,8.0,7.0,4.0,8.0,5.0,6.0,0,0
1433,male,28.0,23.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,1,1
1434,male,28.0,23.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,5.0,4.0,5.0,8.0,6.0,0,0
1435,male,28.0,27.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,9.0,8.0,8.0,7.0,7.0,6.0,9.0,1,1
1437,male,28.0,25.0,European,Other,0,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,1,1
1438,male,28.0,29.0,European,European,1,1.0,1.0,Law,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,1,1
1443,male,30.0,26.0,Other,Asian,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,4.0,8.0,8.0,8.0,6.0,4.0,6.0,0,0
1444,male,30.0,27.0,Other,Asian,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,0,0
1445,male,30.0,28.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,1,0
1446,male,30.0,25.0,Other,Other,1,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,0,0
1447,male,30.0,35.0,Other,Latino,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,5.0,9.0,8.0,8.0,8.0,6.0,6.0,0,0
1448,male,30.0,32.0,Other,Latino,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,5.0,8.0,9.0,8.0,7.0,5.0,6.0,0,0
1449,male,30.0,30.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,7.0,9.0,9.0,9.0,7.0,9.0,8.0,0,0
1450,male,30.0,22.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,8.0,10.0,9.0,9.0,7.0,8.0,8.0,1,1
1451,male,30.0,23.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,6.0,8.0,8.0,8.0,6.0,4.0,6.0,1,0
1452,male,30.0,23.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,0,0
1453,male,30.0,27.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,0,0
1454,male,30.0,23.0,Other,Asian,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,8.0,7.0,7.0,2.0,4.0,2.0,4.0,0,0
1455,male,30.0,25.0,Other,Other,1,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,1,0
1456,male,30.0,29.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,0,0
1457,male,30.0,29.0,Other,European,0,8.0,9.0,Business,20.0,25.0,25.0,15.0,5.0,10.0,8.0,9.0,10.0,10.0,8.0,7.0,8.0,1,1
1464,male,22.0,25.0,Asian,Other,0,3.0,2.0,financial math,40.0,8.0,10.0,12.0,10.0,20.0,9.0,8.0,8.0,9.0,7.0,8.0,9.0,1,0
1471,male,22.0,27.0,Asian,European,0,3.0,2.0,financial math,40.0,8.0,10.0,12.0,10.0,20.0,8.0,9.0,9.0,6.0,9.0,2.0,6.0,0,0
1472,male,22.0,23.0,Asian,Asian,1,3.0,2.0,financial math,40.0,8.0,10.0,12.0,10.0,20.0,6.0,9.0,9.0,6.0,8.0,6.0,6.0,1,0
1477,male,32.0,22.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,0,0
1479,male,32.0,26.0,European,Asian,0,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,0,0
1480,male,32.0,27.0,European,Asian,0,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,10.0,9.0,8.0,7.0,7.0,10.0,10.0,1,1
1481,male,32.0,28.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,10.0,9.0,7.0,8.0,8.0,9.0,9.0,1,0
1482,male,32.0,25.0,European,Other,0,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,6.0,5.0,8.0,9.0,8.0,5.0,7.0,1,0
1483,male,32.0,35.0,European,Latino,0,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,10.0,9.0,8.0,8.0,5.0,6.0,9.0,1,0
1484,male,32.0,32.0,European,Latino,0,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,9.0,8.0,7.0,5.0,5.0,4.0,7.0,1,0
1485,male,32.0,30.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,5.0,6.0,7.0,2.0,7.0,3.0,4.0,0,0
1486,male,32.0,22.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,6.0,8.0,8.0,8.0,8.0,5.0,7.0,1,0
1487,male,32.0,23.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,8.0,6.0,6.0,7.0,4.0,3.0,7.0,1,0
1488,male,32.0,23.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,5.0,5.0,6.0,6.0,7.0,5.0,5.0,0,0
1489,male,32.0,27.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,3.0,7.0,7.0,1.0,3.0,2.0,3.0,0,0
1490,male,32.0,23.0,European,Asian,0,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,3.0,7.0,7.0,2.0,2.0,2.0,4.0,0,0
1491,male,32.0,25.0,European,Other,0,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,7.0,7.0,8.0,8.0,10.0,7.0,8.0,1,0
1492,male,32.0,29.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,7.0,8.0,8.0,6.0,8.0,7.0,7.0,1,0
1493,male,32.0,29.0,European,European,1,2.0,6.0,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,1,0
1495,male,26.0,22.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,0,0
1497,male,26.0,26.0,European,Asian,0,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,5.0,7.0,8.0,6.0,7.0,6.0,6.0,0,0
1498,male,26.0,27.0,European,Asian,0,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,7.0,8.0,8.0,6.0,7.0,6.0,6.0,0,0
1499,male,26.0,28.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0
1500,male,26.0,25.0,European,Other,0,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,6.0,6.0,6.0,3.0,5.0,0,0
1501,male,26.0,35.0,European,Latino,0,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,1,0
1502,male,26.0,32.0,European,Latino,0,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,7.0,7.0,9.0,8.0,8.0,7.0,7.0,0,0
1503,male,26.0,30.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,0,0
1504,male,26.0,22.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,0,0
1505,male,26.0,23.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,1,0
1506,male,26.0,23.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,0,0
1507,male,26.0,27.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,8.0,7.0,8.0,7.0,8.0,5.0,7.0,1,0
1508,male,26.0,23.0,European,Asian,0,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,8.0,5.0,5.0,5.0,5.0,0,0
1509,male,26.0,25.0,European,Other,0,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,1
1510,male,26.0,29.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0,0
1511,male,26.0,29.0,European,European,1,8.0,9.0,Business- MBA,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,7.0,8.0,7.0,6.0,7.0,0,0
1513,male,27.0,22.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,0,0
1514,male,27.0,23.0,European,Latino,0,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,6.0,8.0,6.0,6.0,4.0,4.0,5.0,0,0
1516,male,27.0,27.0,European,Asian,0,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,6.0,9.0,8.0,6.0,7.0,4.0,8.0,0,0
1517,male,27.0,28.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,8.0,6.0,7.0,7.0,7.0,6.0,8.0,1,1
1518,male,27.0,25.0,European,Other,0,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,7.0,8.0,7.0,8.0,6.0,5.0,7.0,1,0
1519,male,27.0,35.0,European,Latino,0,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,1,0
1520,male,27.0,32.0,European,Latino,0,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,0,0
1521,male,27.0,30.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,6.0,8.0,6.0,6.0,5.0,5.0,6.0,0,0
1522,male,27.0,22.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,1,1
1523,male,27.0,23.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,0,0
1524,male,27.0,23.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,0,0
1525,male,27.0,27.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,1,1
1526,male,27.0,23.0,European,Asian,0,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0
1527,male,27.0,25.0,European,Other,0,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,8.0,7.0,7.0,6.0,8.0,6.0,7.0,0,0
1528,male,27.0,29.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,6.0,6.0,6.0,6.0,7.0,1,0
1529,male,27.0,29.0,European,European,1,6.0,8.0,chemistry,20.0,15.0,25.0,15.0,20.0,5.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0,1,1
1531,male,25.0,22.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,1,1
1532,male,25.0,23.0,Black,Latino,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,5.0,8.0,8.0,6.0,4.0,6.0,5.0,0,0
1533,male,25.0,26.0,Black,Asian,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,5.0,9.0,8.0,9.0,5.0,6.0,5.0,0,0
1534,male,25.0,27.0,Black,Asian,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,6.0,9.0,9.0,6.0,5.0,7.0,5.0,1,1
1535,male,25.0,28.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,10.0,5.0,7.0,1,0
1536,male,25.0,25.0,Black,Other,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,1,1
1537,male,25.0,35.0,Black,Latino,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,9.0,8.0,7.0,5.0,8.0,6.0,1,0
1538,male,25.0,32.0,Black,Latino,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,7.0,9.0,9.0,8.0,7.0,9.0,6.0,1,1
1539,male,25.0,30.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,1,0
1540,male,25.0,22.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,1,1
1541,male,25.0,23.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,7.0,6.0,7.0,5.0,7.0,1,0
1542,male,25.0,23.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,1,0
1543,male,25.0,27.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,7.0,8.0,9.0,6.0,8.0,5.0,7.0,1,0
1544,male,25.0,23.0,Black,Asian,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,0,0
1545,male,25.0,25.0,Black,Other,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,8.0,10.0,9.0,7.0,7.0,8.0,1,1
1546,male,25.0,29.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,1,1
1547,male,25.0,29.0,Black,European,0,1.0,1.0,law,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,8.0,7.0,6.0,5.0,7.0,1,0
1551,male,22.0,26.0,Latino,Asian,0,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,8.0,10.0,10.0,6.0,9.0,8.0,9.0,1,0
1552,male,22.0,27.0,Latino,Asian,0,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,8.0,10.0,7.0,3.0,10.0,4.0,5.0,0,0
1553,male,22.0,28.0,Latino,European,0,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,9.0,5.0,6.0,3.0,10.0,9.0,3.0,0,0
1555,male,22.0,35.0,Latino,Latino,1,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0
1556,male,22.0,32.0,Latino,Latino,1,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,10.0,10.0,10.0,8.0,8.0,8.0,10.0,1,0
1558,male,22.0,22.0,Latino,European,0,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,8.0,6.0,7.0,8.0,9.0,1.0,7.0,0,0
1560,male,22.0,23.0,Latino,European,0,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,8.0,10.0,8.0,8.0,6.0,5.0,7.0,1,0
1563,male,22.0,25.0,Latino,Other,0,1.0,3.0,Law,10.0,20.0,35.0,10.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1
